x_RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	sce_ORFid	Locus	LocusTag	ProteinProduct	Length	ProteinName	oldGeneId	replacingGeneIds	replacingSceORFs
1	AP012213.1	1735458	1738385	+	-		-	KLMA_10835	BAO38457.1	975	flocculation protein FLO5			
1	AP012213.1	1738878	1740437	-	-	YER056C	FCY2	KLMA_10836	BAO38458.1	519	purine-cytosine permease FCY2	gi_574140663_dbj_BAO38458.1_	FCY2_KLMA_10836	YER056C
1	AP012213.1	1742131	1743318	-	-		-	KLMA_10837	BAQ55762.1	395	hypothetical protein KLMA_10837			
2	AP012214.1	797	940	+	-		-	KLMA_20001	BAO38459.1	47	conserved hypothetical membrane protein			
2	AP012214.1	6846	9494	-	-		-	KLMA_20002	BAO38460.1	882	flocculation protein FLO5			
2	AP012214.1	13803	14063	+	-		-	KLMA_20003	BAO38461.1	86	conserved hypothetical membrane protein			
2	AP012214.1	15336	17717	+	-	YJL212C	OPT1	KLMA_20004	BAO38462.1	793	oligopeptide transporter 1	gi_574140668_dbj_BAO38462.1_	OPT1_KLMA_20004	YJL212C
2	AP012214.1	19014	20270	+	-		ADH4a	KLMA_20005	BAO38463.1	418	alcohol dehydrogenase 4	gi_574140669_dbj_BAO38463.1_	ADH4a_KLMA_20005	ADH4a_KLMA_20005
2	AP012214.1	21891	23951	+	-	YHL016C	DUR3	KLMA_20006	BAO38464.1	686	probable urea active transporter 1			
2	AP012214.1	24590	26104	-	-		yxeK	KLMA_20007	BAO38465.1	504	putative monooxygenase yxeK			
2	AP012214.1	28081	30300	+	-	YNR060W	FRE4	KLMA_20008	BAO38466.1	739	ferric reductase transmembrane component 4	gi_574140672_dbj_BAO38466.1_	FRE4_KLMA_20008	YNR060W
2	AP012214.1	31334	32164	+	-	YCR010C	ADY2	KLMA_20009	BAO38467.1	276	hypothetical protein KLMA_20009	gi_574140673_dbj_BAO38467.1_	ADY2_KLMA_20009	YCR010C
2	AP012214.1	32502	32984	-	-		-	KLMA_20010	BAO38468.1	160	protein crtK			
2	AP012214.1	33984	35753	+	-	YNR059W	MNT4	KLMA_20011	BAO38469.1	589	probable alpha-1			
2	AP012214.1	35950	37560	-	-		yciC	KLMA_20012	BAO38470.1	536	ras_like_GTPase super family			
2	AP012214.1	40549	42231	+	-		-	KLMA_20013	BAO38471.1	560	PX_Bem1p			
2	AP012214.1	42436	42777	-	-		-	KLMA_20014	BAO38472.1	113	hypothetical protein KLMA_20014			
2	AP012214.1	43112	43867	+	-	YJR099W	YUH1	KLMA_20015	BAO38473.1	251	ubiquitin carboxyl-terminal hydrolase YUH1			
2	AP012214.1	43907	45814	-	-	YPR045C	THP3	KLMA_20016	BAO38474.1	635	PCI super family			
2	AP012214.1	46201	47139	-	-		uch2	KLMA_20017	BAO38475.1	312	ubiquitin carboxyl-terminal hydrolase isozyme L5			
2	AP012214.1	47348	48262	-	-	YJR100C	AIM25	KLMA_20018	BAO38476.1	304	altered inheritance rate of mitochondria protein 25			
2	AP012214.1	48775	49701	-	-	YDR075W	PPH3	KLMA_20019	BAO38477.1	308	serine/threonine-protein phosphatase 4 catalytic subunit			
2	AP012214.1	50421	51503	+	-		-	KLMA_20020	BAO38478.1	360	protein PEA2			
2	AP012214.1	51843	52544	-	-	YER148W	SPT15	KLMA_20021	BAO38479.1	233	TATA-box-binding protein			
2	AP012214.1	53025	54986	+	-	YER147C	SCC4	KLMA_20022	BAO38480.1	653	sister chromatid cohesion protein 4			
2	AP012214.1	55257	57908	-	-	YDR074W	TPS2	KLMA_20023	BAO38481.1	883	trehalose-phosphatase	gi_574140687_dbj_BAO38481.1_	TPS2_KLMA_20023	YDR074W
2	AP012214.1	60203	61837	+	-	YDR072C	IPT1	KLMA_20024	BAO38482.1	544	inositolphosphotransferase 1			
2	AP012214.1	62046	62315	-	-	YER146W	LSM5	KLMA_20025	BAO38483.1	89	U6 snRNA-associated Sm-like protein LSm5			
2	AP012214.1	63205	63789	+	-	YDR071C	PAA1	KLMA_20026	BAO38484.1	194	polyamine N-acetyltransferase 1			
2	AP012214.1	64464	64733	+	-		-	KLMA_20027	BAO38485.1	89	hypothetical protein KLMA_20027			
2	AP012214.1	65330	67729	+	-	YDR069C	DOA4	KLMA_20028	BAO38486.1	799	ubiquitin carboxyl-terminal hydrolase 4			
2	AP012214.1	67794	68684	-	-	YDR068W	DOS2	KLMA_20029	BAO38487.1	296	protein DOS2			
2	AP012214.1	68987	69679	+	-	YDR067C	OCA6	KLMA_20030	BAO38488.1	230	putative tyrosine-protein phosphatase OCA6			
2	AP012214.1	69761	71020	-	-	YER143W	DDI1	KLMA_20031	BAO38489.1	419	DNA damage-inducible protein 1			
2	AP012214.1	71220	72059	+	-	YER142C	MAG1	KLMA_20032	BAO38490.1	279	DNA-3-methyladenine glycosylase			
2	AP012214.1	72219	73697	-	-	YER141W	COX15	KLMA_20033	BAO38491.1	492	cytochrome c oxidase assembly protein COX15	gi_574140697_dbj_BAO38491.1_	COX15_KLMA_20033	YER141W
2	AP012214.1	74037	77279	-	-	YBL022C	PIM1	KLMA_20035	BAO38493.1	1080	lon protease homolog			
2	AP012214.1	77940	78596	-	-	YBL021C	HAP3	KLMA_20036	BAO38494.1	218	transcriptional activator HAP3			
2	AP012214.1	78875	80566	+	-	YBL020W	RFT1	KLMA_20037	BAO38495.1	563	oligosaccharide translocation protein RFT1			
2	AP012214.1	80777	82267	+	-	YBL019W	APN2	KLMA_20038	BAO38496.1	496	DNA-(apurinic or apyrimidinic site) lyase 2			
2	AP012214.1	82317	82712	-	-	YBL018C	POP8	KLMA_20039	BAO38497.1	131	ribonucleases P/MRP protein subunit POP8			
2	AP012214.1	83094	87740	-	-	YBL017C	VPS10	KLMA_20040	BAO38498.1	1548	vacuolar protein sorting/targeting protein PEP1			
2	AP012214.1	88470	89570	+	-	YBL016W	FUS3	KLMA_20041	BAO38499.1	366	mitogen-activated protein kinase FUS3			
2	AP012214.1	91279	92850	+	-	YBL015W	ACH1	KLMA_20042	BAO38500.1	523	acetyl-CoA hydrolase	gi_574140706_dbj_BAO38500.1_	ACH1_KLMA_20042	YBL015W
2	AP012214.1	93489	94580	-	-		-	KLMA_20043	BAO38501.1	363	methionyl-tRNA formyltransferase	gi_574140707_dbj_BAO38501.1_	KLMA_20043	KLMA_20043
2	AP012214.1	94688	95638	+	-		-	KLMA_20044	BAO38502.1	316	hypothetical protein KLMA_20044			
2	AP012214.1	95872	96858	+	-	YGL025C	PGD1	KLMA_20045	BAO38503.1	328	mediator of RNA polymerase II transcription subunit 3			
2	AP012214.1	97245	99374	+	-	YGL026C	TRP5	KLMA_20046	BAO38504.1	709	tryptophan synthase	gi_574140710_dbj_BAO38504.1_	TRP5_KLMA_20046	YGL026C
2	AP012214.1	99785	102424	+	-	YBL014C	RRN6	KLMA_20047	BAO38505.1	879	RNA polymerase I-specific transcription initiation factor RRN6			
2	AP012214.1	103034	105286	+	-	YGL027C	CWH41	KLMA_20048	BAO38506.1	750	mannosyl-oligosaccharide glucosidase	gi_574140712_dbj_BAO38506.1_	CWH41_KLMA_20048	YGL027C
2	AP012214.1	106221	107777	+	-	YGL028C	SCW11	KLMA_20049	BAO38507.1	518	probable family 17 glucosidase SCW11			
2	AP012214.1	108045	109079	-	-		MIOX5	KLMA_20050	BAO38508.1	344	inositol oxygenase 1	gi_574140714_dbj_BAO38508.1_	MIOX5_KLMA_20050	MIOX5_KLMA_20050
2	AP012214.1	109570	109938	-	-	YGL029W	CGR1	KLMA_20051	BAO38509.1	122	rRNA-processing protein CGR1			
2	AP012214.1	113089	114318	-	-		-	KLMA_20052	BAO38510.1	409	uncharacterized membrane protein YGR149W			
2	AP012214.1	114786	115142	-	-	YGL030W	RPL30	KLMA_20053	BAO38511.1	118	60S ribosomal protein L30			
2	AP012214.1	116615	117082	+	-		RPL24	KLMA_20054	BAO38512.1	155	60S ribosomal protein L24			
2	AP012214.1	117803	118075	+	-		-	KLMA_20055	BAO38513.1	90	hypothetical protein KLMA_20055			
2	AP012214.1	118611	119264	+	-	YGR147C	NAT2	KLMA_20056	BAO38514.1	217	DUF1279 super family			
2	AP012214.1	119444	120367	-	-		-	KLMA_20057	BAO38515.1	307	uricase	gi_574140721_dbj_BAO38515.1_	KLMA_20057	KLMA_20057
2	AP012214.1	121175	121843	-	-	YGL033W	HOP2	KLMA_20058	BAO38516.1	200	hypothetical protein KLMA_20058			
2	AP012214.1	125266	126936	+	-	YGL035C	MIG1	KLMA_20059	BAO38517.1	556	regulatory protein MIG1			
2	AP012214.1	127318	128640	+	-	YMR268C	PRP24	KLMA_20060	BAO38518.1	440	U4/U6 snRNA-associated-splicing factor PRP24			
2	AP012214.1	128736	133565	-	-	YML103C	NUP188	KLMA_20061	BAO38519.1	1609	nucleoporin NUP188			
2	AP012214.1	133845	134723	-	-	YMR267W	PPA2	KLMA_20062	BAO38520.1	292	inorganic pyrophosphatase	gi_574140726_dbj_BAO38520.1_	PPA2_KLMA_20062	YMR267W
2	AP012214.1	135083	137806	-	-	YMR266W	RSN1	KLMA_20063	BAO38521.1	907	uncharacterized protein RSN1			
2	AP012214.1	138686	140017	+	-		-	KLMA_20064	BAO38522.1	443	hypothetical conserved protein			
2	AP012214.1	140260	141762	+	-		-	KLMA_20065	BAO38523.1	500	DUF2410 super family			
2	AP012214.1	142396	143952	+	-	YML102W	CAC2	KLMA_20067	BAO38525.1	518	chromatin assembly factor 1 subunit p60			
2	AP012214.1	145056	145661	-	-	YMR264W	CUE1	KLMA_20068	BAO38526.1	201	coupling of ubiquitin conjugation to ER degradation protein 1			
2	AP012214.1	145948	146460	-	-	YMR263W	SAP30	KLMA_20069	BAO38527.1	170	transcriptional regulatory protein SAP30			
2	AP012214.1	146718	147716	-	-		-	KLMA_20070	BAO38528.1	332	metallo-dependent_hydrolases			
2	AP012214.1	148170	148763	-	-		-	KLMA_20071	BAO38529.1	197	DUP super family			
2	AP012214.1	149057	149668	-	-		-	KLMA_20072	BAO38530.1	203	hypothetical conserved protein			
2	AP012214.1	150036	150626	-	-		-	KLMA_20073	BAO38531.1	196	hypothetical conserved protein			
2	AP012214.1	151723	155118	+	-	YML100W	TSL1	KLMA_20074	BAO38532.1	1131	trehalose synthase complex regulatory subunit TPS3	gi_574140738_dbj_BAO38532.1_	TSL1_KLMA_20074	YML100W
2	AP012214.1	155847	156317	+	-	YMR260C	TIF11	KLMA_20075	BAO38533.1	156	eukaryotic translation initiation factor 1A			
2	AP012214.1	156564	157628	-	-		NIPA2	KLMA_20076	BAO38534.1	354	magnesium transporter NIPA2			
2	AP012214.1	157905	159473	-	-	YBR103W	SIF2	KLMA_20077	BAO38535.1	522	SIR4-interacting protein SIF2			
2	AP012214.1	159821	161983	+	-	YBR102C	EXO84	KLMA_20078	BAO38536.1	720	exocyst complex component EXO84			
2	AP012214.1	162377	163249	+	-	YBR101C	FES1	KLMA_20079	BAO38537.1	290	hsp70 nucleotide exchange factor FES1			
2	AP012214.1	163433	165568	-	-		EME1	KLMA_20080	BAO38538.1	711	crossover junction endonuclease EME1			
2	AP012214.1	165850	168804	-	-	YPR055W	SEC8	KLMA_20081	BAO38539.1	984	exocyst complex component SEC8			
2	AP012214.1	169270	170139	-	-		-	KLMA_20082	BAO38540.1	289	hypothetical protein KLMA_20082			
2	AP012214.1	170970	173435	+	-	YHR028C	DAP2	KLMA_20083	BAO38541.1	821	dipeptidyl aminopeptidase B			
2	AP012214.1	173881	176898	+	-	YHR027C	RPN1	KLMA_20084	BAO38542.1	1005	26S proteasome regulatory subunit RPN1			
2	AP012214.1	177139	177774	-	-	YHR026W	VMA16	KLMA_20085	BAO38543.1	211	v-type proton ATPase subunit c\'\'	gi_574140749_dbj_BAO38543.1_	VMA16_KLMA_20085	YHR026W
2	AP012214.1	178272	179345	-	-	YHR025W	THR1	KLMA_20086	BAO38544.1	357	homoserine kinase	gi_574140750_dbj_BAO38544.1_	THR1_KLMA_20086	YHR025W
2	AP012214.1	180215	181426	+	-	YHR024C	MAS2	KLMA_20087	BAO38545.1	403	mitochondrial-processing peptidase subunit alpha			
2	AP012214.1	181644	187229	-	-	YHR023W	MYO1	KLMA_20088	BAO38546.1	1861	myosin-1			
2	AP012214.1	188046	189998	+	-		-	KLMA_20089	BAO38547.1	650	conserved hypothetical protein			
2	AP012214.1	191521	192702	+	-		-	KLMA_20090	BAO38548.1	393	ras-related protein rapC			
2	AP012214.1	193336	194168	+	-		-	KLMA_20091	BAO38549.1	82	ribosomal protein S27			
2	AP012214.1	194442	196640	-	-	YKL155C	RSM22	KLMA_20092	BAO38550.1	732	37S ribosomal protein S22			
2	AP012214.1	196995	197744	+	-	YKL154W	SRP102	KLMA_20093	BAO38551.1	249	signal recognition particle receptor subunit beta	gi_574140757_dbj_BAO38551.1_	SRP102_KLMA_20093	YKL154W
2	AP012214.1	198665	203611	+	-	YJL039C	NUP192	KLMA_20094	BAO38552.1	1648	nucleoporin NUP192			
2	AP012214.1	203757	206099	-	-	YJL041W	NSP1	KLMA_20095	BAO38553.1	780	nucleoporin NSP1			
2	AP012214.1	206510	210844	-	-	YJL042W	MHP1	KLMA_20096	BAO38554.1	1444	MAP-homologous protein 1			
2	AP012214.1	211683	212639	+	-		-	KLMA_20097	BAO38555.1	318	hypothetical protein KLMA_20097			
2	AP012214.1	212871	213841	-	-	YKL152C	GPM1	KLMA_20098	BAO38556.2	260	phosphoglycerate mutase 1	gi_764014306_dbj_BAO38556.2_	GPM1_KLMA_20098	YKL152C
2	AP012214.1	215514	216347	+	-	YCR010C	ADY2	KLMA_20099	BAO38557.1	277	hypothetical protein KLMA_20099	gi_574140763_dbj_BAO38557.1_	ADY2_KLMA_20099	YCR010C
2	AP012214.1	217029	217826	+	-	YCR009C	RVS161	KLMA_20100	BAO38558.1	265	reduced viability upon starvation protein 161			
2	AP012214.1	218846	222628	+	-		-	KLMA_20101	BAO38559.1	1260	sterol-sensing super family			
2	AP012214.1	223356	225020	-	-	YCR008W	SAT4	KLMA_20102	BAO38560.1	554	serine/threonine-protein kinase HAL4/SAT4			
2	AP012214.1	226078	226740	-	-		-	KLMA_20103	BAO38561.1	220	hypothetical protein KLMA_20103			
2	AP012214.1	228339	228566	-	-		-	KLMA_20104	BAO38562.1	75	hypothetical protein KLMA_20104			
2	AP012214.1	233518	234957	+	-	YNR001C	CIT1	KLMA_20105	BAO38563.1	479	citrate synthase	gi_574140769_dbj_BAO38563.1_	CIT1_KLMA_20105	YNR001C
2	AP012214.1	235720	236463	+	-	YCR004C	YCP4	KLMA_20106	BAO38564.1	247	flavoprotein-like protein YCP4			
2	AP012214.1	236769	238511	-	-		-	KLMA_20107	BAO38565.1	580	jmjC super family			
2	AP012214.1	238933	239490	-	-	YCR003W	MRPL32	KLMA_20108	BAO38566.1	185	ribosomal_L32p super family			
2	AP012214.1	240054	241070	+	-	YCR002C	CDC10	KLMA_20109	BAO38567.1	338	cell division control protein 10			
2	AP012214.1	242591	244921	-	-	YLL001W	DNM1	KLMA_20110	BAO38568.1	776	dynamin-related protein DNM1	gi_574140774_dbj_BAO38568.1_	DNM1_KLMA_20110	YLL001W
2	AP012214.1	245428	246723	-	-	YLL002W	RTT109	KLMA_20111	BAO38569.1	431	histone acetyltransferase RTT109			
2	AP012214.1	247020	247759	-	-	YJL001W	PRE3	KLMA_20112	BAO38570.2	215	proteasome component PRE3			
2	AP012214.1	248137	251169	-	-	YLL003W	SFI1	KLMA_20113	BAO38571.1	1010	protein SFI1			
2	AP012214.1	251513	252895	+	-	YJL002C	OST1	KLMA_20114	BAO38572.1	460	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	gi_574140778_dbj_BAO38572.1_	OST1_KLMA_20114	YJL002C
2	AP012214.1	253054	254985	-	-	YLL004W	ORC3	KLMA_20115	BAO38573.1	643	origin recognition complex subunit 3			
2	AP012214.1	255379	255735	-	-	YJL003W	COX16	KLMA_20116	BAO38574.1	118	cytochrome c oxidase assembly protein COX16			
2	AP012214.1	257178	261362	+	-	YDR216W	ADR1	KLMA_20117	BAO38575.1	1394	regulatory protein ADR1			
2	AP012214.1	261710	264601	-	-	YDR217C	RAD9	KLMA_20118	BAO38576.1	963	rad9_Rad53_bind super family			
2	AP012214.1	265348	266547	+	-		-	KLMA_20119	BAO38577.1	399	hypothetical protein KLMA_20119			
2	AP012214.1	266811	267872	-	-	YDR218C	SPR28	KLMA_20120	BAO38578.1	353	CDC_Septin			
2	AP012214.1	268258	269463	-	-	YLR226W	BUR2	KLMA_20121	BAO38579.1	401	protein BUR2			
2	AP012214.1	269854	271278	-	-		-	KLMA_20122	BAO38580.1	474	hypothetical protein KLMA_20122			
2	AP012214.1	271848	273884	+	-	YDR221W	GTB1	KLMA_20123	BAO38581.1	678	glucosidase 2 subunit beta			
2	AP012214.1	274911	276191	+	-		-	KLMA_20124	BAO38582.1	426	SVF1-like protein YDR222W			
2	AP012214.1	276796	280005	+	-	YLR223C	IFH1	KLMA_20125	BAO38583.1	1069	protein IFH1			
2	AP012214.1	280387	282867	+	-	YLR222C	UTP13	KLMA_20126	BAO38584.1	826	U3 small nucleolar RNA-associated protein 13			
2	AP012214.1	283155	283742	+	-	YLR221C	RSA3	KLMA_20128	BAO38586.1	195	ribosome assembly protein 3			
2	AP012214.1	283938	284810	-	-	YLR220W	CCC1	KLMA_20129	BAO38587.1	290	protein CCC1	gi_574140793_dbj_BAO38587.1_	CCC1_KLMA_20129	YLR220W
2	AP012214.1	286313	287413	-	-	YKR076W	ECM4	KLMA_20130	BAO38588.1	366	glutathione S-transferase omega-like 2			
2	AP012214.1	287793	288212	-	-		-	KLMA_20131	BAO38589.1	139	Golgi apparatus membrane protein TVP15			
2	AP012214.1	288647	289399	-	-	YDR099W	BMH2	KLMA_20132	BAO38590.1	250	protein BMH2			
2	AP012214.1	295538	300078	-	-	YLR247C	IRC20	KLMA_20133	BAO38591.2	1483	hypothetical protein KLMA_20133			
2	AP012214.1	301321	302952	+	-	YLR248W	RCK2	KLMA_20135	BAO38593.1	543	serine/threonine-protein kinase srk1			
2	AP012214.1	303226	305622	-	-	YJL102W	MEF2	KLMA_20136	BAO38594.1	798	ribosome-releasing factor 2			
2	AP012214.1	305948	306877	+	-	YKR026C	GCN3	KLMA_20137	BAO38595.1	309	translation initiation factor eIF-2B subunit alpha			
2	AP012214.1	306944	307663	-	-	YKR025W	RPC37	KLMA_20138	BAO38596.1	239	DNA-directed RNA polymerase III subunit rpc5			
2	AP012214.1	308254	310464	+	-	YKR024C	DBP7	KLMA_20139	BAO38597.1	736	ATP-dependent RNA helicase DBP7			
2	AP012214.1	310810	312606	+	-	YJL103C	GSM1	KLMA_20140	BAO38598.1	598	glucose starvation modulator protein 1			
2	AP012214.1	312753	314249	-	-		-	KLMA_20141	BAO38599.1	498	uncharacterized protein YKR023W			
2	AP012214.1	315406	315816	-	-	YJL104W	PAM16	KLMA_20143	BAO38601.1	136	mitochondrial import inner membrane translocase subunit TIM16			
2	AP012214.1	316616	318469	+	-		-	KLMA_20144	BAO38602.1	617	hap4 transcription factor			
2	AP012214.1	318940	320112	-	-	YMR094W	CTF13	KLMA_20145	BAO38603.1	390	centromere DNA-binding protein complex CBF3 subunit C			
2	AP012214.1	320249	321418	+	-	YKL108W	SLD2	KLMA_20146	BAO38604.1	389	DNA replication regulator SLD2			
2	AP012214.1	321536	323098	-	-	YMR093W	UTP15	KLMA_20147	BAO38605.1	520	U3 small nucleolar RNA-associated protein 15			
2	AP012214.1	323699	325567	+	-	YMR092C	AIP1	KLMA_20148	BAO38606.1	622	actin-interacting protein 1			
2	AP012214.1	325948	327234	+	-	YMR091C	NPL6	KLMA_20149	BAO38607.1	428	chromatin structure-remodeling complex subunit RSC7			
2	AP012214.1	327626	330157	+	-	YMR089C	YTA12	KLMA_20150	BAO38608.1	843	mitochondrial respiratory chain complexes assembly protein RCA1			
2	AP012214.1	330654	332351	+	-	YMR088C	VBA1	KLMA_20151	BAO38609.1	565	vacuolar basic amino acid transporter 1	gi_574140815_dbj_BAO38609.1_	VBA1_KLMA_20151	YMR088C
2	AP012214.1	332425	333177	-	-		-	KLMA_20152	BAO38610.1	250	probable ADP-ribose 1\'\'-phosphate phosphatase YML087W			
2	AP012214.1	333636	334922	+	-	YKL106W	AAT1	KLMA_20153	BAO38611.1	428	aspartate aminotransferase	gi_574140817_dbj_BAO38611.1_	AAT1_KLMA_20153	YKL106W
2	AP012214.1	335033	337999	-	-		-	KLMA_20154	BAO38612.1	988	uncharacterized protein YMR086W			
2	AP012214.1	338732	340852	-	-	YKL104C	GFA1	KLMA_20155	BAO38613.1	706	glucosamine--fructose-6-phosphate aminotransferase	gi_574140819_dbj_BAO38613.1_	GFA1_KLMA_20155	YKL104C
2	AP012214.1	341585	343159	-	-	YKL103C	LAP4	KLMA_20156	BAO38614.1	524	vacuolar aminopeptidase 1			
2	AP012214.1	344205	348116	+	-	YKL101W	HSL1	KLMA_20157	BAO38615.1	1303	probable serine/threonine-protein kinase HSL1			
2	AP012214.1	348437	349576	-	-		ADH4	KLMA_20158	BAO38616.1	379	alcohol dehydrogenase 4	gi_574140822_dbj_BAO38616.1_	ADH4_KLMA_20158	ADH4_KLMA_20158
2	AP012214.1	351057	351809	-	-	YKL099C	UTP11	KLMA_20159	BAO38617.1	250	U3 small nucleolar RNA-associated protein 11			
2	AP012214.1	352234	353127	+	-	YKL098W	MTC2	KLMA_20160	BAO38618.1	297	hypothetical protein KLMA_20160			
2	AP012214.1	353260	354162	-	-	YDL198C	GGC1	KLMA_20161	BAO38619.1	300	putative mitochondrial carrier protein YHM1/SHM1			
2	AP012214.1	354737	356590	+	-	YDR228C	PCF11	KLMA_20162	BAO38620.1	617	protein PCF11			
2	AP012214.1	356851	360384	-	-		-	KLMA_20163	BAO38621.1	1177	hypothetical protein KLMA_20163			
2	AP012214.1	361067	363523	-	-		-	KLMA_20164	BAO38622.1	818	hypothetical protein KLMA_20164			
2	AP012214.1	367931	368614	-	-	YDR226W	ADK1	KLMA_20165	BAO38623.1	227	adenylate kinase 1	gi_574140829_dbj_BAO38623.1_	ADK1_KLMA_20165	YDR226W
2	AP012214.1	369692	371848	+	-	YLR219W	MSC3	KLMA_20166	BAO38624.1	718	hypothetical protein KLMA_20166			
2	AP012214.1	372267	372659	-	-	YDR225W	HTA1	KLMA_20168	BAO38626.1	130	histone H2A			
2	AP012214.1	373375	373773	+	-	YDR224C	HTB1	KLMA_20169	BAO38627.1	132	histone H2B.1			
2	AP012214.1	374109	377376	+	-	YDR104C	SPO71	KLMA_20170	BAO38628.2	1047	sporulation-specific protein 71			
2	AP012214.1	377475	379766	-	-	YDR103W	STE5	KLMA_20171	BAO38629.1	763	protein STE5			
2	AP012214.1	381001	382242	-	-	YER178W	PDA1	KLMA_20172	BAO38630.1	413	pyruvate dehydrogenase E1 component subunit alpha	gi_574140836_dbj_BAO38630.1_	PDA1_KLMA_20172	YER178W
2	AP012214.1	383114	384829	+	-	YDR101C	ARX1	KLMA_20173	BAO38631.1	571	probable metalloprotease ARX1			
2	AP012214.1	385340	386329	+	-	YER179W	DMC1	KLMA_20174	BAO38632.1	329	meiotic recombination protein DMC1			
2	AP012214.1	386387	387796	-	-	YDR105C	TMS1	KLMA_20175	BAO38633.1	469	membrane protein TMS1			
2	AP012214.1	388014	388790	+	-		-	KLMA_20176	BAO38634.1	258	actin superfamily			
2	AP012214.1	388896	389807	-	-		-	KLMA_20177	BAO38635.1	303	hypothetical protein KLMA_20177			
2	AP012214.1	390031	390234	-	-		-	KLMA_20178	BAO38636.1	67	hypothetical protein KLMA_20178			
2	AP012214.1	390983	393802	+	-	YBR073W	RDH54	KLMA_20179	BAO38637.1	939	DNA repair and recombination protein RDH54			
2	AP012214.1	393857	395755	-	-	YDR049W	VMS1	KLMA_20180	BAO38638.1	632	zinc finger protein YDR049W			
2	AP012214.1	396105	397214	-	-	YDR047W	HEM12	KLMA_20181	BAO38639.1	369	uroporphyrinogen decarboxylase	gi_574140845_dbj_BAO38639.1_	HEM12_KLMA_20181	YDR047W
2	AP012214.1	398409	401174	+	-		-	KLMA_20182	BAO38640.1	921	uncharacterized zinc metalloprotease YBR074W			
2	AP012214.1	401407	403752	-	-		-	KLMA_20183	BAO38641.1	781	conserved hypothetical protein			
2	AP012214.1	406199	409234	-	-	YNR067C	DSE4	KLMA_20184	BAO38642.1	1011	endo-1,3-beta-glucanase			
2	AP012214.1	411555	415436	+	-		TY1B-DR6	KLMA_20185	BAO38643.1	1293	conserved hypothetical protein			
2	AP012214.1	420976	422193	+	-		-	KLMA_20186	BAO38644.1	405	conserved hypothetical protein			
2	AP012214.1	423646	425598	-	-	YDR052C	DBF4	KLMA_20187	BAO38645.1	650	protein DBF4			
2	AP012214.1	425973	426392	-	-	YBR077C	SLM4	KLMA_20188	BAO38646.1	139	protein SLM4			
2	AP012214.1	427221	429017	+	-	YDR137W	RGP1	KLMA_20189	BAO38647.1	598	reduced growth phenotype protein 1			
2	AP012214.1	429121	430833	-	-	YLR114C	AVL9	KLMA_20190	BAO38648.1	570	late secretory pathway protein avl9			
2	AP012214.1	431323	433551	+	-	YDR138W	HPR1	KLMA_20191	BAO38649.1	742	THO complex subunit HPR1			
2	AP012214.1	433861	435195	+	-	YPL146C	NOP53	KLMA_20192	BAO38650.1	444	ribosome biogenesis protein NOP53			
2	AP012214.1	435394	437928	-	-	YPL147W	PXA1	KLMA_20193	BAO38651.1	844	peroxisomal long-chain fatty acid import protein 2	gi_574140857_dbj_BAO38651.1_	PXA1_KLMA_20193	YPL147W
2	AP012214.1	438577	439440	+	-		-	KLMA_20194	BAO38652.1	287	UPF0613 protein PB24D3.06c			
2	AP012214.1	439758	440429	+	-	YLR014C	ppr1	KLMA_20195	BAO38653.1	223	acetyltransferases			
2	AP012214.1	440582	443112	+	-	YOR239W	ABP140	KLMA_20196	BAO38654.2	671	hypothetical protein KLMA_20196			
2	AP012214.1	443152	443967	-	-	YPL149W	ATG5	KLMA_20199	BAO38657.1	271	autophagy protein 5			
2	AP012214.1	444190	445713	+	-		-	KLMA_20200	BAO38658.1	507	SGT1 super family			
2	AP012214.1	445772	448315	-	-		-	KLMA_20201	BAO38659.1	847	putative serine/threonine-protein kinase YPL150W			
2	AP012214.1	449053	450543	+	-	YOR241W	MET7	KLMA_20202	BAO38660.1	496	folylpolyglutamate synthase	gi_574140866_dbj_BAO38660.1_	MET7_KLMA_20202	YOR241W
2	AP012214.1	450624	451763	-	-	YOR242C	SSP2	KLMA_20203	BAO38661.1	379	sporulation-specific protein 2			
2	AP012214.1	452316	454346	-	-	YOR243C	PUS7	KLMA_20204	BAO38662.1	676	multisubstrate pseudouridine synthase 7			
2	AP012214.1	454629	455912	+	-	YPL151C	PRP46	KLMA_20205	BAO38663.1	427	pre-mRNA-splicing factor PRP46			
2	AP012214.1	456264	457580	+	-	YOR244W	ESA1	KLMA_20206	BAO38664.1	438	histone acetyltransferase ESA1			
2	AP012214.1	457630	458721	-	-	YPL152W	RRD2	KLMA_20207	BAO38665.1	363	serine/threonine-protein phosphatase 2A activator 2			
2	AP012214.1	459068	460330	-	-	YOR245C	DGA1	KLMA_20208	BAO38666.1	420	diacylglycerol O-acyltransferase 1	gi_574140872_dbj_BAO38666.1_	DGA1_KLMA_20208	YOR245C
2	AP012214.1	461245	463668	+	-	YPL153C	RAD53	KLMA_20209	BAO38667.1	807	serine/threonine-protein kinase RAD53			
2	AP012214.1	463858	464736	-	-	YDR489W	SLD5	KLMA_20210	BAO38668.1	292	DNA replication complex GINS protein SLD5			
2	AP012214.1	465002	466708	+	-	YDR488C	PAC11	KLMA_20211	BAO38669.1	568	WD repeat-containing protein PAC11			
